# This file was produced by bcftools stats (1.24+htslib-1.24) and can be plotted using plot-vcfstats.
# The command line was:	bcftools stats  results/variants/NIST7035_filtered_variants.vcf.gz
#
# Definition of sets:
# ID	[2]id	[3]tab-separated file names
ID	0	results/variants/NIST7035_filtered_variants.vcf.gz
# SN, Summary numbers:
#   number of records   .. number of data rows in the VCF
#   number of no-ALTs   .. reference-only sites, ALT is either "." or identical to REF
#   number of SNPs      .. number of rows with a SNP
#   number of MNPs      .. number of rows with a MNP, such as CC>TT
#   number of indels    .. number of rows with an indel
#   number of others    .. number of rows with other type, for example a symbolic allele or
#                          a complex substitution, such as ACT>TCGA
#   number of multiallelic sites     .. number of rows with multiple alternate alleles
#   number of multiallelic SNP sites .. number of rows with multiple alternate alleles, all SNPs
#
#   Note that rows containing multiple types will be counted multiple times, in each
#   counter. For example, a row with a SNP and an indel increments both the SNP and
#   the indel counter.
#
# SN	[2]id	[3]key	[4]value
SN	0	number of samples:	1
SN	0	number of records:	283102
SN	0	number of no-ALTs:	0
SN	0	number of SNPs:	249261
SN	0	number of MNPs:	0
SN	0	number of indels:	33879
SN	0	number of others:	0
SN	0	number of multiallelic sites:	757
SN	0	number of multiallelic SNP sites:	60
# TSTV, transitions/transversions
#   - transitions, see https://en.wikipedia.org/wiki/Transition_(genetics)
#   - transversions, see https://en.wikipedia.org/wiki/Transversion
# TSTV	[2]id	[3]ts	[4]tv	[5]ts/tv	[6]ts (1st ALT)	[7]tv (1st ALT)	[8]ts/tv (1st ALT)
TSTV	0	149710	99611	1.50	149656	99518	1.50
# SiS, Singleton stats:
#   - allele count, i.e. the number of singleton genotypes (AC=1)
#   - number of transitions, see above
#   - number of transversions, see above
#   - repeat-consistent, inconsistent and n/a: experimental and useless stats [DEPRECATED]
# SiS	[2]id	[3]allele count	[4]number of SNPs	[5]number of transitions	[6]number of transversions	[7]number of indels	[8]repeat-consistent	[9]repeat-inconsistent	[10]not applicable
SiS	0	1	72374	46949	25425	12558	0	0	12558
# AF, Stats by non-reference allele frequency:
# AF	[2]id	[3]allele frequency	[4]number of SNPs	[5]number of transitions	[6]number of transversions	[7]number of indels	[8]repeat-consistent	[9]repeat-inconsistent	[10]not applicable
AF	0	0.000000	72374	46949	25425	12558	0	0	12558
AF	0	0.990000	176947	102761	74186	21859	0	0	21859
# QUAL, Stats by quality
# QUAL	[2]id	[3]Quality	[4]number of SNPs	[5]number of transitions (1st ALT)	[6]number of transversions (1st ALT)	[7]number of indels
QUAL	0	1341.0	1	1	0	1
QUAL	0	1341.6	4	3	1	0
QUAL	0	1342.0	10	8	2	0
QUAL	0	1342.1	1	0	1	0
QUAL	0	1342.6	4	3	1	0
QUAL	0	1343.0	10	5	5	0
QUAL	0	1343.6	0	0	0	1
QUAL	0	1344.0	8	4	4	0
QUAL	0	1344.6	2	2	0	0
QUAL	0	1345.0	4	2	2	2
QUAL	0	1345.6	4	1	3	0
QUAL	0	1346.0	4	4	0	1
QUAL	0	1346.6	1	1	0	1
QUAL	0	1347.0	9	6	3	1
QUAL	0	1347.6	4	4	0	0
QUAL	0	1348.0	6	4	2	1
QUAL	0	1349.0	7	4	3	1
QUAL	0	1349.6	4	3	1	0
QUAL	0	1350.0	13	10	3	1
QUAL	0	1350.6	9	6	3	1
QUAL	0	1351.0	4	3	1	0
QUAL	0	1351.6	3	3	0	0
QUAL	0	1352.0	12	6	6	1
QUAL	0	1352.6	5	3	2	0
QUAL	0	1353.0	8	6	2	0
QUAL	0	1353.6	0	0	0	2
QUAL	0	1354.0	3	3	0	0
QUAL	0	1354.6	2	2	0	0
QUAL	0	1355.0	12	8	4	0
QUAL	0	1355.6	1	1	0	0
QUAL	0	1356.0	8	6	2	0
QUAL	0	1356.6	6	5	1	2
QUAL	0	1357.0	12	8	4	0
QUAL	0	1358.0	11	10	1	3
QUAL	0	1358.6	1	1	0	0
QUAL	0	1359.0	10	6	4	3
QUAL	0	1359.1	1	1	0	0
QUAL	0	1359.6	1	1	0	1
QUAL	0	1360.0	12	9	3	1
QUAL	0	1360.6	1	1	0	1
QUAL	0	1361.0	8	6	2	0
QUAL	0	1361.5	1	1	0	0
QUAL	0	1361.6	1	1	0	0
QUAL	0	1362.0	6	4	2	0
QUAL	0	1362.6	3	3	0	0
QUAL	0	1363.0	9	3	6	1
QUAL	0	1363.6	1	1	0	0
QUAL	0	1364.0	7	4	3	0
QUAL	0	1364.6	4	2	2	0
QUAL	0	1365.0	10	4	6	0
QUAL	0	1365.6	6	3	3	0
QUAL	0	1366.0	7	4	3	0
QUAL	0	1366.6	3	3	0	0
QUAL	0	1367.0	8	5	3	0
QUAL	0	1367.6	1	1	0	0
QUAL	0	1368.0	12	9	3	1
QUAL	0	1368.6	2	1	1	1
QUAL	0	1369.0	2	2	0	1
QUAL	0	1369.6	3	3	0	0
QUAL	0	1370.0	6	6	0	0
QUAL	0	1370.6	2	1	1	0
QUAL	0	1371.0	9	7	2	1
QUAL	0	1371.6	3	3	0	0
QUAL	0	1372.0	7	4	3	2
QUAL	0	1372.6	2	2	0	0
QUAL	0	1373.0	4	2	2	3
QUAL	0	1373.6	1	1	0	0
QUAL	0	1374.0	6	2	4	1
QUAL	0	1374.6	2	1	1	0
QUAL	0	1375.0	12	8	4	0
QUAL	0	1375.6	4	4	0	0
QUAL	0	1376.0	6	5	1	0
QUAL	0	1376.6	2	2	0	1
QUAL	0	1377.0	7	6	1	1
QUAL	0	1377.6	1	0	1	1
QUAL	0	1378.0	6	6	0	0
QUAL	0	1378.6	3	2	1	0
QUAL	0	1379.0	8	6	2	1
QUAL	0	1379.6	2	1	1	1
QUAL	0	1380.0	5	2	3	0
QUAL	0	1380.6	3	1	2	0
QUAL	0	1381.0	4	2	2	2
QUAL	0	1381.6	2	2	0	1
QUAL	0	1382.0	5	2	3	0
QUAL	0	1382.6	3	3	0	0
QUAL	0	1383.0	11	7	4	1
QUAL	0	1383.6	2	2	0	2
QUAL	0	1384.0	6	6	0	0
QUAL	0	1384.6	1	1	0	0
QUAL	0	1385.0	7	4	3	1
QUAL	0	1386.0	6	4	2	0
QUAL	0	1386.6	1	0	1	0
QUAL	0	1387.0	8	8	0	0
QUAL	0	1387.6	3	2	1	1
QUAL	0	1388.0	6	2	4	1
QUAL	0	1388.6	3	2	1	0
QUAL	0	1389.0	11	9	2	1
QUAL	0	1389.6	2	2	0	1
QUAL	0	1390.0	1	1	0	0
QUAL	0	1390.6	2	2	0	0
QUAL	0	1391.0	8	5	3	2
QUAL	0	1391.6	2	2	0	0
QUAL	0	1392.0	3	3	0	0
QUAL	0	1392.6	2	1	1	0
QUAL	0	1393.0	4	2	2	0
QUAL	0	1393.6	1	1	0	1
QUAL	0	1394.0	9	4	5	0
QUAL	0	1394.6	1	0	1	0
QUAL	0	1395.0	7	6	1	1
QUAL	0	1395.6	3	1	2	0
QUAL	0	1396.0	5	4	1	0
QUAL	0	1396.6	0	0	0	2
QUAL	0	1397.0	10	8	2	0
QUAL	0	1397.6	6	4	2	2
QUAL	0	1398.0	6	4	2	1
QUAL	0	1398.6	3	2	1	1
QUAL	0	1399.0	7	3	4	1
QUAL	0	1399.6	2	1	1	0
QUAL	0	1400.0	8	4	4	0
QUAL	0	1400.6	1	0	1	0
QUAL	0	1401.0	7	6	1	0
QUAL	0	1401.6	4	4	0	0
QUAL	0	1402.0	7	6	1	0
QUAL	0	1402.3	1	0	1	0
QUAL	0	1402.6	4	2	2	0
QUAL	0	1403.0	7	3	4	0
QUAL	0	1403.6	2	2	0	0
QUAL	0	1404.0	8	4	4	1
QUAL	0	1404.6	2	0	2	2
QUAL	0	1405.0	4	4	0	0
QUAL	0	1405.3	1	1	0	0
QUAL	0	1405.6	1	1	0	0
QUAL	0	1406.0	10	6	4	3
QUAL	0	1406.6	6	3	3	0
QUAL	0	1407.0	1	1	0	0
QUAL	0	1407.6	3	2	1	1
QUAL	0	1408.0	11	6	5	1
QUAL	0	1408.6	1	1	0	3
QUAL	0	1409.0	3	2	1	0
QUAL	0	1409.6	4	2	2	0
QUAL	0	1410.0	6	5	1	0
QUAL	0	1410.6	3	1	2	0
QUAL	0	1411.0	8	5	3	0
QUAL	0	1411.6	2	2	0	0
QUAL	0	1412.0	6	5	1	0
QUAL	0	1412.6	2	1	1	0
QUAL	0	1413.0	3	3	0	2
QUAL	0	1413.6	2	1	1	1
QUAL	0	1414.0	9	8	1	1
QUAL	0	1414.6	2	1	1	1
QUAL	0	1415.0	4	3	1	1
QUAL	0	1415.6	2	2	0	1
QUAL	0	1416.0	6	5	1	1
QUAL	0	1416.6	4	2	2	0
QUAL	0	1417.0	11	10	1	0
QUAL	0	1417.6	3	3	0	0
QUAL	0	1418.0	5	4	1	0
QUAL	0	1418.6	1	1	0	1
QUAL	0	1419.0	9	5	4	1
QUAL	0	1419.6	3	2	1	1
QUAL	0	1420.0	6	4	2	0
QUAL	0	1420.6	4	3	1	0
QUAL	0	1421.0	7	6	1	1
QUAL	0	1422.0	7	1	6	1
QUAL	0	1422.6	1	1	0	0
QUAL	0	1423.0	11	5	6	0
QUAL	0	1423.6	1	0	1	0
QUAL	0	1424.0	5	5	0	2
QUAL	0	1424.6	1	1	0	0
QUAL	0	1425.0	3	0	3	0
QUAL	0	1425.6	2	2	0	0
QUAL	0	1426.0	22	14	8	4
QUAL	0	1426.6	4	4	0	0
QUAL	0	1427.0	6	5	1	0
QUAL	0	1427.6	2	1	1	0
QUAL	0	1428.0	8	5	3	0
QUAL	0	1429.0	5	3	2	0
QUAL	0	1429.6	3	3	0	0
QUAL	0	1430.0	7	5	2	0
QUAL	0	1430.6	5	1	4	1
QUAL	0	1431.0	6	6	0	1
QUAL	0	1431.6	4	3	1	0
QUAL	0	1432.0	6	5	1	2
QUAL	0	1432.6	1	1	0	0
QUAL	0	1433.0	8	7	1	0
QUAL	0	1433.6	3	2	1	0
QUAL	0	1434.0	3	3	0	1
QUAL	0	1434.6	2	0	2	0
QUAL	0	1435.0	4	1	3	0
QUAL	0	1435.6	4	3	1	0
QUAL	0	1436.0	10	9	1	0
QUAL	0	1436.6	1	0	1	0
QUAL	0	1437.0	7	4	3	0
QUAL	0	1437.6	2	2	0	0
QUAL	0	1438.0	6	4	2	2
QUAL	0	1438.6	2	2	0	0
QUAL	0	1439.0	6	4	2	1
QUAL	0	1439.6	3	3	0	0
QUAL	0	1440.0	11	9	2	1
QUAL	0	1440.6	5	3	2	0
QUAL	0	1441.0	7	5	2	0
QUAL	0	1441.6	2	1	1	1
QUAL	0	1442.0	5	4	1	1
QUAL	0	1442.6	3	3	0	0
QUAL	0	1443.0	6	5	1	1
QUAL	0	1443.6	2	2	0	0
QUAL	0	1444.0	8	7	1	0
QUAL	0	1444.6	2	1	1	0
QUAL	0	1445.0	7	5	2	0
QUAL	0	1445.6	2	2	0	0
QUAL	0	1446.0	11	7	4	0
QUAL	0	1446.6	3	3	0	0
QUAL	0	1447.0	10	8	2	1
QUAL	0	1447.6	1	1	0	2
QUAL	0	1448.0	7	4	3	0
QUAL	0	1449.0	4	4	0	0
QUAL	0	1449.6	4	3	1	1
QUAL	0	1450.0	7	6	1	0
QUAL	0	1451.0	7	4	3	0
QUAL	0	1451.1	1	1	0	0
QUAL	0	1451.6	2	2	0	0
QUAL	0	1452.0	3	1	2	1
QUAL	0	1453.0	4	4	0	1
QUAL	0	1453.6	1	1	0	0
QUAL	0	1454.0	5	4	1	2
QUAL	0	1455.0	3	3	0	0
QUAL	0	1455.6	3	2	1	1
QUAL	0	1456.0	3	2	1	0
QUAL	0	1456.6	4	3	1	1
QUAL	0	1457.0	8	5	3	3
QUAL	0	1457.5	1	1	0	0
QUAL	0	1457.6	3	2	1	0
QUAL	0	1458.0	2	1	1	2
QUAL	0	1458.6	1	1	0	1
QUAL	0	1459.0	5	4	1	0
QUAL	0	1459.6	1	1	0	0
QUAL	0	1460.0	6	1	5	0
QUAL	0	1460.6	1	0	1	1
QUAL	0	1461.0	9	7	2	0
QUAL	0	1461.6	2	2	0	1
QUAL	0	1462.0	8	7	1	1
QUAL	0	1462.6	5	2	3	0
QUAL	0	1463.0	10	7	3	1
QUAL	0	1463.6	3	0	3	0
QUAL	0	1464.0	8	8	0	2
QUAL	0	1464.6	2	1	1	0
QUAL	0	1465.0	6	6	0	0
QUAL	0	1465.6	2	0	2	1
QUAL	0	1466.0	8	6	2	0
QUAL	0	1467.0	5	2	3	2
QUAL	0	1467.6	1	0	1	0
QUAL	0	1468.0	3	2	1	1
QUAL	0	1468.6	3	2	1	0
QUAL	0	1469.0	5	5	0	0
QUAL	0	1469.6	2	1	1	0
QUAL	0	1470.0	14	12	2	0
QUAL	0	1470.6	3	3	0	0
QUAL	0	1471.0	5	4	1	1
QUAL	0	1471.6	0	0	0	1
QUAL	0	1472.0	6	4	2	0
QUAL	0	1472.6	2	2	0	0
QUAL	0	1473.0	6	3	3	0
QUAL	0	1473.6	1	1	0	0
QUAL	0	1474.0	6	5	1	0
QUAL	0	1474.6	2	1	1	0
QUAL	0	1475.0	6	5	1	0
QUAL	0	1475.6	2	2	0	0
QUAL	0	1476.0	4	2	2	0
QUAL	0	1476.6	3	2	1	0
QUAL	0	1477.0	8	7	1	0
QUAL	0	1477.6	1	1	0	0
QUAL	0	1478.0	4	2	2	1
QUAL	0	1478.6	1	0	1	0
QUAL	0	1479.0	6	3	3	0
QUAL	0	1479.6	1	1	0	1
QUAL	0	1480.0	6	4	2	0
QUAL	0	1480.6	1	0	1	0
QUAL	0	1481.0	10	7	3	0
QUAL	0	1481.6	2	1	1	0
QUAL	0	1482.0	3	1	2	2
QUAL	0	1482.6	5	3	2	0
QUAL	0	1483.0	5	4	1	0
QUAL	0	1483.6	3	3	0	0
QUAL	0	1484.0	3	3	0	2
QUAL	0	1484.6	2	2	0	0
QUAL	0	1485.0	5	4	1	1
QUAL	0	1485.6	2	2	0	0
QUAL	0	1486.0	5	3	2	0
QUAL	0	1487.0	12	11	1	0
QUAL	0	1487.6	3	1	2	0
QUAL	0	1488.0	5	3	2	0
QUAL	0	1488.6	1	1	0	1
QUAL	0	1489.0	8	7	1	0
QUAL	0	1489.6	4	3	1	1
QUAL	0	1490.0	9	5	4	0
QUAL	0	1490.6	2	2	0	0
QUAL	0	1491.0	7	4	3	0
QUAL	0	1492.0	3	3	0	0
QUAL	0	1492.1	1	0	1	0
QUAL	0	1492.6	2	1	1	0
QUAL	0	1493.0	8	5	3	0
QUAL	0	1493.6	3	2	1	0
QUAL	0	1494.0	4	3	1	0
QUAL	0	1494.6	1	1	0	0
QUAL	0	1495.0	10	7	3	0
QUAL	0	1495.6	4	3	1	0
QUAL	0	1496.0	8	6	2	1
QUAL	0	1496.6	2	0	2	1
QUAL	0	1497.0	9	7	2	0
QUAL	0	1497.6	2	1	1	0
QUAL	0	1498.0	6	2	4	0
QUAL	0	1498.6	3	3	0	0
QUAL	0	1499.0	7	2	5	0
QUAL	0	1499.6	5	2	3	0
QUAL	0	1500.0	4	2	2	0
QUAL	0	1500.6	1	0	1	0
QUAL	0	1501.0	5	3	2	2
QUAL	0	1501.6	2	2	0	1
QUAL	0	1502.0	3	2	1	0
QUAL	0	1502.6	2	2	0	0
QUAL	0	1503.0	9	8	1	0
QUAL	0	1504.0	3	3	0	0
QUAL	0	1504.6	3	0	3	0
QUAL	0	1505.0	9	4	5	0
QUAL	0	1505.6	2	1	1	0
QUAL	0	1506.0	8	6	2	1
QUAL	0	1506.6	1	0	1	0
QUAL	0	1507.0	10	10	0	0
QUAL	0	1507.6	3	3	0	1
QUAL	0	1508.0	2	0	2	0
QUAL	0	1509.0	3	3	0	1
QUAL	0	1509.6	1	0	1	0
QUAL	0	1510.0	4	4	0	1
QUAL	0	1510.6	1	0	1	0
QUAL	0	1511.0	4	2	2	1
QUAL	0	1511.6	2	0	2	0
QUAL	0	1512.0	7	4	3	1
QUAL	0	1512.6	2	2	0	0
QUAL	0	1513.0	6	6	0	0
QUAL	0	1513.6	0	0	0	1
QUAL	0	1514.0	5	4	1	0
QUAL	0	1515.0	9	5	4	0
QUAL	0	1515.6	3	1	2	0
QUAL	0	1516.0	11	9	2	6
QUAL	0	1516.6	4	4	0	0
QUAL	0	1517.0	9	8	1	1
QUAL	0	1517.6	1	1	0	0
QUAL	0	1518.0	4	3	1	3
QUAL	0	1518.6	4	4	0	0
QUAL	0	1519.0	7	5	2	1
QUAL	0	1519.6	3	1	2	0
QUAL	0	1520.0	4	2	2	2
QUAL	0	1521.0	4	1	3	0
QUAL	0	1521.6	2	1	1	0
QUAL	0	1522.0	6	4	2	0
QUAL	0	1523.0	7	7	0	0
QUAL	0	1523.6	2	1	1	0
QUAL	0	1524.0	4	1	3	0
QUAL	0	1524.6	3	3	0	0
QUAL	0	1525.0	11	7	4	1
QUAL	0	1525.6	2	2	0	0
QUAL	0	1526.0	11	8	3	1
QUAL	0	1526.9	1	1	0	0
QUAL	0	1527.0	5	3	2	0
QUAL	0	1527.6	2	2	0	0
QUAL	0	1528.0	4	2	2	0
QUAL	0	1528.6	2	1	1	0
QUAL	0	1529.0	3	3	0	0
QUAL	0	1529.6	3	3	0	0
QUAL	0	1530.0	3	2	1	0
QUAL	0	1530.6	1	1	0	1
QUAL	0	1531.0	0	0	0	1
QUAL	0	1532.0	2	2	0	1
QUAL	0	1533.0	6	6	0	0
QUAL	0	1533.6	0	0	0	1
QUAL	0	1534.0	5	4	1	0
QUAL	0	1534.6	1	1	0	0
QUAL	0	1535.0	8	4	4	0
QUAL	0	1535.6	2	2	0	0
QUAL	0	1536.0	4	2	2	0
QUAL	0	1536.6	2	0	2	0
QUAL	0	1537.0	6	4	2	0
QUAL	0	1537.6	1	0	1	0
QUAL	0	1538.0	5	4	1	0
QUAL	0	1538.6	3	3	0	0
QUAL	0	1539.0	5	3	2	0
QUAL	0	1539.6	1	0	1	0
QUAL	0	1540.0	5	4	1	0
QUAL	0	1541.0	5	1	4	1
QUAL	0	1541.6	3	2	1	1
QUAL	0	1542.0	7	4	3	1
QUAL	0	1542.6	2	0	2	1
QUAL	0	1543.0	8	7	1	0
QUAL	0	1543.6	3	2	1	0
QUAL	0	1544.0	6	4	2	1
QUAL	0	1544.6	1	1	0	0
QUAL	0	1545.0	7	7	0	0
QUAL	0	1545.6	2	1	1	1
QUAL	0	1546.0	3	3	0	0
QUAL	0	1547.0	3	2	1	0
QUAL	0	1547.6	5	2	3	1
QUAL	0	1548.0	5	3	2	0
QUAL	0	1548.6	1	0	1	1
QUAL	0	1549.0	3	3	0	0
QUAL	0	1549.6	1	1	0	0
QUAL	0	1550.0	8	4	4	0
QUAL	0	1550.6	1	1	0	0
QUAL	0	1551.0	5	4	1	0
QUAL	0	1551.6	3	2	1	0
QUAL	0	1552.0	8	5	3	0
QUAL	0	1552.6	1	1	0	0
QUAL	0	1553.0	6	5	1	1
QUAL	0	1553.6	2	2	0	0
QUAL	0	1554.0	7	6	1	0
QUAL	0	1554.6	1	1	0	0
QUAL	0	1555.0	4	4	0	0
QUAL	0	1555.6	0	0	0	1
QUAL	0	1556.0	11	6	5	0
QUAL	0	1556.6	1	1	0	0
QUAL	0	1557.0	9	6	3	1
QUAL	0	1558.0	7	6	1	0
QUAL	0	1558.4	0	0	0	1
QUAL	0	1558.6	1	0	1	0
QUAL	0	1559.0	7	4	3	1
QUAL	0	1559.6	2	2	0	1
QUAL	0	1560.0	7	6	1	1
QUAL	0	1560.6	1	1	0	0
QUAL	0	1561.0	16	13	3	3
QUAL	0	1562.0	9	8	1	0
QUAL	0	1563.0	5	2	3	1
QUAL	0	1563.6	2	1	1	0
QUAL	0	1564.0	6	4	2	0
QUAL	0	1564.6	1	1	0	0
QUAL	0	1565.0	3	2	1	0
QUAL	0	1566.0	11	8	3	0
QUAL	0	1566.6	3	3	0	0
QUAL	0	1567.0	7	5	2	0
QUAL	0	1567.6	1	0	1	0
QUAL	0	1568.0	4	1	3	0
QUAL	0	1568.6	2	1	1	0
QUAL	0	1569.0	3	2	1	0
QUAL	0	1569.6	1	0	1	0
QUAL	0	1570.0	8	7	1	0
QUAL	0	1570.6	4	2	2	0
QUAL	0	1571.0	4	2	2	0
QUAL	0	1572.0	8	4	4	1
QUAL	0	1572.6	1	0	1	0
QUAL	0	1573.0	4	3	1	0
QUAL	0	1574.0	10	9	1	0
QUAL	0	1574.6	2	2	0	0
QUAL	0	1575.0	2	2	0	1
QUAL	0	1576.0	4	3	1	2
QUAL	0	1576.6	2	1	1	0
QUAL	0	1577.0	1	1	0	0
QUAL	0	1577.6	4	3	1	0
QUAL	0	1578.0	3	3	0	1
QUAL	0	1578.6	4	2	2	1
QUAL	0	1579.0	4	2	2	2
QUAL	0	1580.0	9	7	2	0
QUAL	0	1580.6	3	1	2	0
QUAL	0	1581.0	4	2	2	0
QUAL	0	1581.6	2	1	1	0
QUAL	0	1582.0	4	2	2	0
QUAL	0	1582.6	1	1	0	0
QUAL	0	1583.0	5	3	2	0
QUAL	0	1584.0	7	4	3	1
QUAL	0	1584.6	1	0	1	0
QUAL	0	1585.0	4	4	0	0
QUAL	0	1585.6	2	0	2	1
QUAL	0	1586.0	6	5	1	0
QUAL	0	1586.6	3	2	1	0
QUAL	0	1587.0	5	3	2	1
QUAL	0	1587.6	1	1	0	0
QUAL	0	1588.0	4	3	1	0
QUAL	0	1588.6	1	0	1	0
QUAL	0	1589.0	4	1	3	0
QUAL	0	1589.6	2	1	1	0
QUAL	0	1590.0	8	5	3	0
QUAL	0	1590.6	3	3	0	0
QUAL	0	1591.0	6	4	2	1
QUAL	0	1591.6	3	3	0	0
QUAL	0	1592.0	4	4	0	1
QUAL	0	1593.0	7	5	2	1
QUAL	0	1593.6	1	1	0	0
QUAL	0	1594.0	5	4	1	0
QUAL	0	1594.6	5	3	2	0
QUAL	0	1595.0	3	3	0	0
QUAL	0	1595.6	2	1	1	0
QUAL	0	1596.0	3	3	0	0
QUAL	0	1596.6	3	3	0	0
QUAL	0	1597.0	4	2	2	1
QUAL	0	1597.6	1	1	0	0
QUAL	0	1598.0	5	4	1	0
QUAL	0	1598.6	1	1	0	0
QUAL	0	1599.0	5	2	3	0
QUAL	0	1599.6	1	1	0	0
QUAL	0	1600.0	7	4	3	1
QUAL	0	1600.6	3	1	2	1
QUAL	0	1601.0	5	4	1	0
QUAL	0	1601.6	3	2	1	0
QUAL	0	1602.0	4	3	1	1
QUAL	0	1602.6	1	1	0	0
QUAL	0	1603.0	2	1	1	0
QUAL	0	1603.6	2	1	1	1
QUAL	0	1604.0	7	6	1	0
QUAL	0	1604.6	3	2	1	0
QUAL	0	1605.0	6	5	1	0
QUAL	0	1605.6	1	1	0	0
QUAL	0	1606.0	16	11	5	2
QUAL	0	1606.1	1	0	1	0
QUAL	0	1606.6	1	1	0	0
QUAL	0	1607.0	5	4	1	1
QUAL	0	1608.0	5	3	2	0
QUAL	0	1608.6	2	1	1	0
QUAL	0	1609.0	10	8	2	0
QUAL	0	1610.0	4	2	2	0
QUAL	0	1610.6	1	0	1	0
QUAL	0	1611.0	4	2	2	0
QUAL	0	1611.6	2	1	1	0
QUAL	0	1612.0	10	8	2	1
QUAL	0	1612.6	3	2	1	0
QUAL	0	1613.0	11	8	3	0
QUAL	0	1613.6	2	2	0	0
QUAL	0	1614.0	8	5	3	0
QUAL	0	1614.6	1	1	0	0
QUAL	0	1615.0	4	3	1	3
QUAL	0	1616.0	9	5	4	1
QUAL	0	1616.6	1	1	0	0
QUAL	0	1617.0	4	4	0	0
QUAL	0	1617.6	4	1	3	0
QUAL	0	1618.0	5	4	1	0
QUAL	0	1618.6	2	1	1	0
QUAL	0	1619.0	5	3	2	0
QUAL	0	1619.6	1	1	0	0
QUAL	0	1620.0	6	4	2	0
QUAL	0	1620.6	0	0	0	1
QUAL	0	1621.0	6	3	3	1
QUAL	0	1621.6	2	1	1	0
QUAL	0	1622.0	7	5	2	0
QUAL	0	1622.6	3	1	2	0
QUAL	0	1623.0	7	5	2	0
QUAL	0	1624.0	5	3	2	0
QUAL	0	1625.0	5	2	3	1
QUAL	0	1625.6	3	3	0	0
QUAL	0	1626.0	7	4	3	0
QUAL	0	1626.6	1	0	1	0
QUAL	0	1627.0	7	5	2	0
QUAL	0	1627.6	3	3	0	0
QUAL	0	1628.0	4	1	3	0
QUAL	0	1628.6	0	0	0	1
QUAL	0	1629.0	5	2	3	0
QUAL	0	1629.6	1	1	0	0
QUAL	0	1630.0	4	2	2	0
QUAL	0	1630.6	4	4	0	0
QUAL	0	1631.0	3	3	0	0
QUAL	0	1631.6	3	2	1	0
QUAL	0	1632.0	8	6	2	0
QUAL	0	1632.6	1	0	1	0
QUAL	0	1633.0	6	5	1	1
QUAL	0	1634.0	5	2	3	0
QUAL	0	1634.6	1	1	0	0
QUAL	0	1635.0	5	5	0	0
QUAL	0	1635.6	3	3	0	0
QUAL	0	1636.0	6	2	4	0
QUAL	0	1636.6	1	1	0	0
QUAL	0	1637.0	8	5	3	1
QUAL	0	1638.0	5	5	0	0
QUAL	0	1638.6	3	2	1	0
QUAL	0	1639.0	5	5	0	1
QUAL	0	1639.6	1	1	0	0
QUAL	0	1640.0	7	5	2	0
QUAL	0	1640.6	3	2	1	0
QUAL	0	1641.0	8	3	5	0
QUAL	0	1642.0	1	1	0	1
QUAL	0	1642.6	2	2	0	0
QUAL	0	1643.0	4	3	1	1
QUAL	0	1644.0	6	6	0	0
QUAL	0	1645.0	9	4	5	0
QUAL	0	1646.0	3	2	1	0
QUAL	0	1647.0	5	2	3	2
QUAL	0	1648.0	3	1	2	0
QUAL	0	1648.6	5	4	1	0
QUAL	0	1649.0	2	2	0	0
QUAL	0	1649.6	1	1	0	0
QUAL	0	1650.0	3	3	0	1
QUAL	0	1651.0	8	3	5	2
QUAL	0	1651.6	1	1	0	0
QUAL	0	1652.0	4	4	0	1
QUAL	0	1653.0	1	1	0	1
QUAL	0	1653.6	1	1	0	0
QUAL	0	1654.0	7	6	1	0
QUAL	0	1655.0	7	6	1	0
QUAL	0	1655.6	1	0	1	0
QUAL	0	1655.7	1	1	0	0
QUAL	0	1655.9	0	0	0	1
QUAL	0	1656.0	6	6	0	0
QUAL	0	1656.6	2	1	1	0
QUAL	0	1657.0	3	1	2	0
QUAL	0	1657.6	1	0	1	0
QUAL	0	1658.0	8	6	2	0
QUAL	0	1658.6	2	1	1	0
QUAL	0	1659.0	2	1	1	0
QUAL	0	1659.6	1	0	1	0
QUAL	0	1660.0	4	4	0	0
QUAL	0	1660.6	1	1	0	0
QUAL	0	1661.0	7	5	2	0
QUAL	0	1661.6	2	1	1	0
QUAL	0	1662.0	3	2	1	0
QUAL	0	1662.6	3	2	1	0
QUAL	0	1663.0	9	6	3	2
QUAL	0	1664.0	5	4	1	1
QUAL	0	1664.6	2	1	1	0
QUAL	0	1665.0	2	2	0	0
QUAL	0	1665.6	1	1	0	0
QUAL	0	1666.0	7	6	1	0
QUAL	0	1666.6	1	0	1	0
QUAL	0	1667.0	5	5	0	0
QUAL	0	1667.6	1	1	0	0
QUAL	0	1668.0	8	6	2	1
QUAL	0	1668.6	4	2	2	0
QUAL	0	1669.0	6	4	2	1
QUAL	0	1669.6	1	0	1	0
QUAL	0	1670.0	4	3	1	0
QUAL	0	1670.6	2	1	1	0
QUAL	0	1671.0	3	1	2	1
QUAL	0	1671.6	3	3	0	0
QUAL	0	1672.0	3	1	2	1
QUAL	0	1673.0	4	2	2	0
QUAL	0	1674.0	6	5	1	0
QUAL	0	1674.6	1	1	0	1
QUAL	0	1675.0	1	0	1	1
QUAL	0	1676.0	3	1	2	0
QUAL	0	1676.6	2	0	2	1
QUAL	0	1677.0	1	1	0	0
QUAL	0	1678.0	9	5	4	0
QUAL	0	1678.6	2	1	1	0
QUAL	0	1679.0	2	2	0	0
